name,relationship,contact,timezone,planned_upvote_time,confirmed,status,notes
TBD,,,,,,,
TBD,,,,,,,
TBD,,,,,,,
TBD,,,,,,,
TBD,,,,,,,
TBD,,,,,,,
TBD,,,,,,,
TBD,,,,,,,
